st_abbrev,fips,population,income,hispanic,asian,black,white,foreign,college,density,vets,female,senior,children,st_cnty,state,winner,votes,fraction_votes,total_votes,voter_turnout
KY,21149,9478,38833,1.3,0.2,0.9,96.6,0.8,10.3,37.8,759,50.2,18.6,23.7,KY_McLean,Kentucky,Bernie Sanders,628,0.501,1105,0.15279918425977576
KY,21151,87340,42312,2.3,1.1,4.7,90.0,2.1,28.0,189.6,5769,51.5,12.7,21.1,KY_Madison,Kentucky,Bernie Sanders,4385,0.53,7826,0.11356634605142905
KY,21153,12913,26877,0.8,0.1,0.3,97.9,0.2,8.9,43.2,471,49.8,14.8,22.9,KY_Magoffin,Kentucky,Bernie Sanders,626,0.523,1137,0.1142033742125165
KY,21155,20007,38719,2.4,0.9,8.4,86.8,1.9,12.5,57.8,1304,48.2,14.8,23.7,KY_Marion,Kentucky,Hillary Clinton,1162,0.503,2145,0.1405143848407972
KY,21157,30953,43907,1.4,0.4,0.4,96.8,1.1,15.3,104.4,2837,51.1,21.1,20.1,KY_Marshall,Kentucky,Bernie Sanders,2308,0.508,3885,0.15708745226270018
KY,21161,17166,41137,1.5,0.6,6.6,89.5,0.6,14.8,72.8,1165,51.6,16.8,23.6,KY_Mason,Kentucky,Bernie Sanders,775,0.47,1502,0.11452688957167857
KY,21163,29139,46756,4.3,1.0,3.9,88.3,1.7,12.7,93.6,3568,49.9,12.3,24.5,KY_Meade,Kentucky,Bernie Sanders,1541,0.4920000000000001,2853,0.12968214238717415
KY,21167,21319,45396,2.5,0.5,3.9,91.3,1.4,18.9,85.7,1723,51.0,18.1,22.1,KY_Mercer,Kentucky,Bernie Sanders,1331,0.526,2319,0.13963569835100417
KY,21169,9990,31750,1.6,0.2,1.9,95.3,0.6,8.6,34.9,560,50.3,17.6,23.6,KY_Metcalfe,Kentucky,Bernie Sanders,582,0.479,1088,0.14255092789124205
KY,21173,27474,37312,2.6,0.4,3.0,93.1,0.9,14.6,134.3,1618,51.3,14.8,24.2,KY_Montgomery,Kentucky,Bernie Sanders,1322,0.47,2611,0.12537639328178446
KY,21175,13303,30658,0.8,0.4,4.3,93.5,0.9,11.5,36.5,548,43.8,14.6,18.8,KY_Morgan,Kentucky,Bernie Sanders,988,0.573,1532,0.14182511519124727
KY,21177,31207,38105,1.4,0.3,5.0,92.2,0.7,11.3,67.4,2082,49.2,17.8,20.9,KY_Muhlenberg,Kentucky,Bernie Sanders,1632,0.457,3176,0.12866250104264834
KY,21179,44812,43833,2.1,0.6,5.3,90.6,1.3,16.6,104.0,3131,50.8,13.5,25.0,KY_Nelson,Kentucky,Hillary Clinton,2395,0.476,4740,0.14103365170043738
KY,21183,23977,40830,3.3,0.3,1.0,94.5,1.8,8.0,40.6,1717,50.1,16.9,24.5,KY_Ohio,Kentucky,Bernie Sanders,943,0.5,1721,0.09506903276788158
KY,21185,63490,83391,3.8,1.6,4.4,88.7,3.7,40.1,322.2,4487,47.5,11.7,26.2,KY_Oldham,Kentucky,Hillary Clinton,2730,0.524,5045,0.10767118224025209
KY,21187,10645,41009,2.4,0.2,1.0,95.3,1.0,15.9,30.9,678,50.1,16.6,23.2,KY_Owen,Kentucky,Bernie Sanders,720,0.55,1173,0.1434799201503053
KY,21193,27597,33528,0.8,0.5,1.7,95.7,0.6,13.5,84.5,1563,50.5,15.4,21.5,KY_Perry,Kentucky,Bernie Sanders,1666,0.596,2505,0.11563151076377036
KY,21195,63034,32961,0.8,0.6,0.8,97.1,0.7,12.5,82.6,3083,51.0,15.9,21.0,KY_Pike,Kentucky,Bernie Sanders,4848,0.5429999999999999,7183,0.1442460428227804
KY,21197,12434,26839,1.3,0.2,0.8,96.8,0.8,11.9,70.5,656,50.4,14.4,23.8,KY_Powell,Kentucky,Bernie Sanders,744,0.507,1367,0.14427885270976162
KY,21199,63825,34092,2.4,0.5,1.3,94.6,1.3,15.1,95.8,4696,51.2,17.7,22.7,KY_Pulaski,Kentucky,Hillary Clinton,1169,0.474,2317,0.04696298751082484
KY,21205,23655,35236,1.5,0.8,1.9,94.6,1.0,23.8,83.4,1231,51.3,13.4,19.3,KY_Rowan,Kentucky,Bernie Sanders,1363,0.512,2533,0.13269015539101559
KY,21209,51284,61893,4.2,1.1,5.8,87.3,2.9,27.9,167.4,3115,50.8,10.7,25.8,KY_Scott,Kentucky,Hillary Clinton,2505,0.486,4899,0.12874241237054015
KY,21211,44875,57298,8.7,1.0,7.7,81.0,6.5,23.8,110.8,3476,51.5,14.0,24.1,KY_Shelby,Kentucky,Hillary Clinton,2195,0.478,4239,0.12445638411485571
KY,21213,17826,39546,2.0,1.0,9.7,85.3,1.5,14.8,74.0,1129,51.1,15.8,24.1,KY_Simpson,Kentucky,Hillary Clinton,708,0.459,1403,0.1036959973345029
KY,21215,17668,65209,1.8,0.4,1.8,94.6,1.2,16.6,91.4,1316,49.6,12.4,23.8,KY_Spencer,Kentucky,Bernie Sanders,806,0.512,1479,0.10985651357764115
KY,21217,25257,36384,2.2,0.8,5.2,90.0,1.4,15.1,92.0,1469,51.5,17.3,22.1,KY_Taylor,Kentucky,Hillary Clinton,949,0.503,1793,0.09112993649925746
KY,21221,14142,45629,1.7,0.4,7.7,88.3,1.2,18.4,32.5,1650,51.1,21.2,21.7,KY_Trigg,Kentucky,Bernie Sanders,715,0.483,1319,0.11911657584366415
KY,21225,15165,39125,1.8,0.7,13.1,82.7,0.7,11.4,43.8,1253,48.1,15.0,20.1,KY_Union,Kentucky,Bernie Sanders,1106,0.493,1778,0.1467379889220246
KY,21227,120460,44135,5.1,3.2,9.4,80.3,7.6,28.4,210.1,7460,51.1,12.0,22.5,KY_Warren,Kentucky,Bernie Sanders,5365,0.499,10194,0.10919432498004959
KY,21229,11959,40845,3.8,0.5,6.3,88.0,1.8,15.6,39.4,701,51.2,17.2,23.0,KY_Washington,Kentucky,Hillary Clinton,601,0.47,1183,0.12846923959893272
KY,21233,13236,41415,4.7,0.4,4.3,89.1,2.3,8.4,41.0,1070,50.0,16.4,23.0,KY_Webster,Kentucky,Bernie Sanders,1169,0.485,1862,0.18269732684963874
KY,21239,25563,57580,6.6,0.7,5.2,86.3,5.6,31.6,132.1,2093,52.1,15.7,22.8,KY_Woodford,Kentucky,Bernie Sanders,1918,0.477,3780,0.1915414097326143
LA,22001,62486,37587,2.2,0.4,18.3,77.8,1.1,10.2,94.3,3417,51.5,13.5,26.7,LA_Acadia,Louisiana,Hillary Clinton,1862,0.537,2949,0.06438550011464506
LA,22005,117029,69070,5.2,1.3,22.9,69.5,3.1,24.9,369.7,6653,50.7,10.2,27.6,LA_Ascension,Louisiana,Hillary Clinton,4221,0.711,5605,0.06615208800538602
LA,22007,23034,46116,2.6,0.4,29.9,66.0,1.2,9.7,69.2,1560,51.1,15.2,22.9,LA_Assumption,Louisiana,Hillary Clinton,1139,0.7140000000000001,1451,0.08170406640744349
LA,22009,41145,33942,1.8,0.6,29.5,65.6,1.0,9.7,50.5,2836,49.9,15.5,23.8,LA_Avoyelles,Louisiana,Hillary Clinton,1181,0.64,1636,0.052180863465708785
LA,22011,36198,46385,3.6,0.7,13.5,79.4,2.0,15.0,30.8,3488,48.7,14.4,24.9,LA_Beauregard,Louisiana,Hillary Clinton,679,0.535,1070,0.03936037840111374
LA,22013,13885,31543,1.6,0.3,41.8,54.9,0.1,11.1,17.7,1134,52.2,19.1,23.1,LA_Bienville,Louisiana,Hillary Clinton,1056,0.769,1278,0.11969021026797776
LA,22015,125064,53248,6.4,1.8,21.7,67.9,4.3,25.2,139.3,12194,50.4,12.8,25.3,LA_Bossier,Louisiana,Hillary Clinton,2919,0.665,4106,0.04395072346787093
LA,22017,252603,41053,2.8,1.3,48.2,46.4,2.3,22.7,290.2,19567,52.6,14.8,24.3,LA_Caddo,Louisiana,Hillary Clinton,16666,0.7979999999999999,20179,0.10552740454237244
LA,22019,197204,43499,3.1,1.3,25.3,68.6,2.3,19.9,181.2,14352,51.2,13.7,24.9,LA_Calcasieu,Louisiana,Hillary Clinton,6594,0.657,9219,0.06224839501233908
LA,22029,20466,29022,1.2,0.3,40.7,56.9,0.7,11.3,29.9,1387,49.2,15.2,24.6,LA_Concordia,Louisiana,Hillary Clinton,1830,0.767,2159,0.13990986150025364
LA,22033,446042,48506,3.9,3.3,46.2,45.7,4.9,34.2,966.6,25555,52.1,12.4,22.8,LA_East Baton Rouge,Louisiana,Hillary Clinton,32960,0.784,40930,0.11886354808521599
LA,22037,19813,47225,1.4,0.4,44.1,52.7,0.7,13.0,44.7,1261,46.4,15.9,19.5,LA_East Feliciana,Louisiana,Hillary Clinton,1847,0.7759999999999999,2194,0.13755947299799712
LA,22039,33700,31832,2.5,0.5,28.4,67.7,2.5,11.4,51.3,1781,49.3,14.3,26.4,LA_Evangeline,Louisiana,Hillary Clinton,1319,0.631,1817,0.07325667655786351
LA,22045,73913,44262,3.9,3.1,32.2,59.5,3.9,13.6,127.6,4521,51.0,13.3,26.5,LA_Iberia,Louisiana,Hillary Clinton,2171,0.664,2977,0.05479875172235495
LA,22047,33327,45368,2.6,0.5,49.0,47.6,0.9,12.8,54.0,1961,48.8,13.6,21.7,LA_Iberville,Louisiana,Hillary Clinton,3699,0.696,4741,0.18168202916408524
LA,22049,15994,37388,1.5,0.2,29.1,67.7,0.6,13.8,28.6,1402,49.0,18.3,22.3,LA_Jackson,Louisiana,Hillary Clinton,827,0.659,1094,0.08803172489554884
LA,22051,435716,48261,13.8,4.2,27.2,54.1,11.5,23.6,1463.1,27133,51.5,15.1,21.9,LA_Jefferson,Louisiana,Hillary Clinton,17581,0.677,24605,0.07230508274669487
LA,22055,235644,51462,4.5,1.7,26.1,66.4,4.4,28.3,824.6,13976,51.1,11.3,23.9,LA_Lafayette,Louisiana,Hillary Clinton,5920,0.597,9443,0.05265855612257792
LA,22057,98020,50572,4.6,0.9,13.7,76.7,2.7,14.8,90.2,4555,50.7,13.7,23.6,LA_Lafourche,Louisiana,Hillary Clinton,2512,0.505,4301,0.05743298461367538
LA,22061,47617,35769,2.7,1.7,41.6,53.0,4.8,34.4,99.1,2587,51.3,12.3,20.3,LA_Lincoln,Louisiana,Hillary Clinton,1692,0.753,2128,0.05607267461308867
LA,22063,135751,56811,3.5,0.6,6.3,88.3,1.8,17.5,197.5,8788,50.6,11.6,26.3,LA_Livingston,Louisiana,Hillary Clinton,1633,0.454,3025,0.030235339790795637
LA,22067,26760,28585,1.2,0.5,47.9,49.6,0.5,12.9,35.2,2068,51.8,16.9,24.3,LA_Morehouse,Louisiana,Hillary Clinton,1513,0.7879999999999999,1811,0.08939978239964616
LA,22069,39166,33953,2.2,0.6,41.4,53.3,1.2,21.6,31.6,2511,52.3,15.3,23.6,LA_Natchitoches,Louisiana,Hillary Clinton,2545,0.6809999999999999,3391,0.11332486532688224
LA,22071,384320,37146,5.5,3.0,59.8,31.2,5.9,33.7,2029.4,19685,52.2,12.1,20.4,LA_Orleans,Louisiana,Hillary Clinton,40601,0.747,53687,0.17549432738212295
LA,22073,156325,38955,2.2,1.0,37.3,58.5,1.5,22.9,251.8,10139,52.1,13.3,25.5,LA_Ouachita,Louisiana,Hillary Clinton,8995,0.7859999999999999,10798,0.09271683819954342
LA,22077,22406,45363,2.5,0.4,35.6,60.6,1.8,14.3,40.9,1355,52.0,18.2,23.0,LA_Pointe Coupee,Louisiana,Hillary Clinton,1680,0.767,2032,0.11777921266451125
LA,22079,132488,40930,2.8,1.5,32.0,61.6,2.4,18.3,99.9,10775,51.7,14.9,25.2,LA_Rapides,Louisiana,Hillary Clinton,4722,0.713,6173,0.06228997189776767
LA,22087,44409,41353,9.6,2.4,22.3,64.0,5.0,12.0,95.1,1564,50.5,9.8,26.9,LA_St. Bernard,Louisiana,Hillary Clinton,1057,0.623,1584,0.04879404320841904
LA,22089,52745,58758,5.9,1.0,26.6,65.6,3.8,19.7,189.1,3015,50.8,11.6,25.4,LA_St. Charles,Louisiana,Hillary Clinton,2245,0.6920000000000001,3032,0.07705646342855008
LA,22091,10619,33143,1.6,0.1,53.0,44.4,0.8,10.3,27.4,754,51.5,17.6,22.5,LA_St. Helena,Louisiana,Hillary Clinton,1407,0.838,1593,0.19356661370823447
LA,22093,21638,55443,1.7,0.3,49.1,48.2,1.0,13.0,91.5,1347,51.5,15.1,23.8,LA_St. James,Louisiana,Hillary Clinton,2114,0.8220000000000001,2438,0.14786371502064877
LA,22095,43745,50635,5.4,0.8,55.4,37.6,3.6,14.5,215.5,2525,51.3,12.6,25.2,LA_St. John the Baptist,Louisiana,Hillary Clinton,3818,0.848,4382,0.1339190483496051
LA,22097,83709,35503,1.9,0.5,41.3,55.1,0.8,13.2,90.3,4489,51.9,14.8,27.1,LA_St. Landry,Louisiana,Hillary Clinton,4606,0.741,5790,0.09488091879338806
LA,22099,53315,42186,2.5,0.9,30.5,64.8,1.6,13.3,70.7,3009,50.6,13.3,24.9,LA_St. Martin,Louisiana,Hillary Clinton,1869,0.665,2559,0.06391178325738553
LA,22101,53162,41571,6.4,1.8,32.6,56.5,4.0,10.8,98.4,3574,50.6,14.5,24.6,LA_St. Mary,Louisiana,Hillary Clinton,1995,0.7290000000000001,2530,0.06311722030364722
LA,22103,245829,60799,5.4,1.4,12.0,79.5,3.6,30.1,276.4,19810,51.4,14.9,24.5,LA_St. Tammany,Louisiana,Hillary Clinton,5996,0.5720000000000001,9796,0.05277991789856401
LA,22105,127049,40654,3.9,0.8,30.2,63.9,2.0,19.4,153.0,7736,51.5,12.8,24.8,LA_Tangipahoa,Louisiana,Hillary Clinton,4267,0.657,5923,0.06199442567225277
LA,22109,113328,49960,4.9,1.1,19.0,67.6,3.4,13.4,90.8,6730,50.6,12.6,25.6,LA_Terrebonne,Louisiana,Hillary Clinton,2647,0.667,3670,0.04352671624774752
LA,22111,22539,35828,4.4,0.2,26.2,68.7,2.3,13.1,25.9,1730,50.6,18.4,22.6,LA_Union,Louisiana,Hillary Clinton,822,0.687,1039,0.05955797777105959
LA,22113,59616,44665,3.2,2.4,14.7,78.3,2.4,12.6,49.4,3304,51.4,13.9,26.5,LA_Vermilion,Louisiana,Hillary Clinton,1002,0.54,1650,0.03765596415699936
LA,22115,52132,46572,9.6,2.0,14.8,69.8,3.5,18.8,39.4,6560,47.2,10.5,26.6,LA_Vernon,Louisiana,Hillary Clinton,610,0.495,1051,0.027466433457220624
LA,22117,46286,31778,2.1,0.3,30.4,65.9,1.3,11.2,70.4,3817,50.6,16.3,24.1,LA_Washington,Louisiana,Hillary Clinton,1663,0.693,2176,0.06193946703707379
LA,22119,40333,35071,1.8,0.5,34.0,62.4,0.7,13.6,69.5,3407,51.2,18.1,23.3,LA_Webster,Louisiana,Hillary Clinton,1878,0.748,2314,0.07480101040196298
LA,22121,25085,50926,2.7,0.5,38.5,57.3,1.2,18.0,123.6,1365,51.1,12.0,24.1,LA_West Baton Rouge,Louisiana,Hillary Clinton,2178,0.7340000000000001,2767,0.14532933218099306
LA,22125,15406,61616,1.6,0.3,45.9,51.7,1.1,18.8,38.8,1358,34.1,12.6,16.5,LA_West Feliciana,Louisiana,Hillary Clinton,902,0.8009999999999999,1068,0.08302232352120373
MD,24001,72952,39293,1.6,1.0,8.2,87.4,2.1,16.8,177.0,6754,47.8,19.2,17.6,MD_Allegany,Maryland,Bernie Sanders,2469,0.447,4780,0.07951764000694166
MD,24003,560133,87430,7.2,3.9,16.6,70.2,8.1,37.1,1295.9,54387,50.5,13.4,22.6,MD_Anne Arundel,Maryland,Hillary Clinton,35659,0.568,59787,0.13790329447918911
MD,24005,826925,66486,5.0,5.9,27.8,59.6,11.1,35.7,1345.5,58028,52.7,15.8,21.6,MD_Baltimore,Maryland,Hillary Clinton,73099,0.578,119878,0.18490868246201042
MD,24009,90613,95477,3.5,1.7,13.2,79.0,3.1,30.0,416.3,8561,50.6,13.0,24.2,MD_Calvert,Maryland,Hillary Clinton,5168,0.575,8415,0.12251645032673526
MD,24011,32538,58632,6.4,1.0,14.3,77.0,4.0,15.0,103.5,2878,51.2,15.4,24.0,MD_Caroline,Maryland,Hillary Clinton,1125,0.514,2027,0.08196893672499522
MD,24015,102383,66689,4.1,1.3,6.8,85.9,3.1,22.2,292.0,8512,50.3,13.8,23.6,MD_Cecil,Maryland,Hillary Clinton,3367,0.454,6717,0.08587250634142315
MD,24017,154747,93160,5.3,3.3,43.8,44.5,5.6,26.7,320.2,15764,51.8,11.0,24.9,MD_Charles,Maryland,Hillary Clinton,15132,0.6829999999999999,21378,0.18395216238744128
MD,24019,32578,46361,4.6,1.1,28.3,64.5,3.9,18.0,60.3,3298,52.5,19.7,21.4,MD_Dorchester,Maryland,Hillary Clinton,1800,0.602,2751,0.10743446497636441
MD,24021,243675,84570,8.4,4.5,9.4,75.7,9.6,38.2,353.5,17508,50.7,12.9,23.9,MD_Frederick,Maryland,Hillary Clinton,13466,0.518,24790,0.13368445050042016
MD,24023,29679,45206,1.0,0.5,1.1,96.6,1.4,18.3,46.5,2287,50.3,20.0,19.8,MD_Garrett,Maryland,Bernie Sanders,879,0.471,1639,0.06885814541445504
MD,24025,250105,80622,4.2,3.0,13.4,77.4,4.9,32.7,560.1,21099,51.0,14.6,23.0,MD_Harford,Maryland,Hillary Clinton,13460,0.518,24277,0.1260613399515061
MD,24027,309284,109865,6.4,16.9,18.6,55.4,18.2,60.0,1144.9,18971,51.0,12.2,24.6,MD_Howard,Maryland,Hillary Clinton,30873,0.603,49625,0.212800047423643
MD,24029,19820,56259,4.3,1.0,15.1,78.5,3.9,29.6,72.9,1872,52.1,24.4,17.0,MD_Kent,Maryland,Hillary Clinton,1460,0.551,2478,0.15063280366673557
MD,24031,1030447,98221,18.7,15.2,18.8,46.0,32.2,57.1,1978.2,48402,51.8,13.7,23.5,MD_Montgomery,Maryland,Hillary Clinton,109304,0.67,160045,0.20302756990587326
MD,24033,904430,73623,16.9,4.6,64.7,14.2,20.2,29.8,1788.8,61842,51.8,11.2,22.7,MD_Prince George's,Maryland,Hillary Clinton,113912,0.742,151111,0.21614322452689713
MD,24035,48804,87256,3.4,1.1,6.9,86.9,3.3,33.2,128.5,4180,50.3,17.3,22.3,MD_Queen Anne's,Maryland,Hillary Clinton,2342,0.536,4101,0.10814671498222027
MD,24037,110382,85672,4.7,2.8,14.5,75.3,3.9,29.5,294.4,12902,50.2,12.0,24.9,MD_St. Mary's,Maryland,Hillary Clinton,4551,0.527,7966,0.09609529101468497
MD,24039,25859,38447,3.7,1.0,42.8,51.0,3.2,14.2,82.8,2083,45.8,15.3,16.7,MD_Somerset,Maryland,Hillary Clinton,1136,0.626,1669,0.0774817835405944
MD,24041,37643,61597,6.3,1.5,13.2,78.1,5.2,33.3,140.7,4164,52.6,26.6,18.6,MD_Talbot,Maryland,Hillary Clinton,2577,0.611,4022,0.13126031243609546
MD,24043,149573,55609,4.3,1.7,10.9,81.0,4.8,19.5,322.1,12218,49.0,15.8,22.3,MD_Washington,Maryland,Hillary Clinton,5851,0.493,10718,0.09222306027210657
MD,24045,101539,51092,5.2,3.0,25.2,64.8,8.3,26.3,263.7,7490,52.2,14.4,21.9,MD_Wicomico,Maryland,Hillary Clinton,5258,0.588,8377,0.10563421264284278
MD,24047,51675,57952,3.5,1.4,13.7,79.8,5.1,27.6,109.9,5267,51.4,25.3,17.9,MD_Worcester,Maryland,Hillary Clinton,3005,0.5579999999999999,4944,0.1165345811773316
MA,25001,214914,60526,2.7,1.4,2.5,91.4,6.8,39.1,548.3,21360,52.4,27.8,15.9,MA_Barnstable,Massachusetts,Bernie Sanders,23772,0.5088293841905863,46719,0.25848350567171535
MA,25003,128715,48450,4.1,1.4,3.1,89.6,4.9,30.3,141.6,10389,51.6,20.9,17.9,MA_Berkshire,Massachusetts,Bernie Sanders,24724,0.5145794742647825,48047,0.4546675484266551
MA,25005,554194,55298,6.9,2.2,4.7,85.1,11.9,25.3,991.3,33409,51.5,15.7,21.1,MA_Bristol,Massachusetts,Bernie Sanders,44304,0.5072125291935705,87348,0.19976258193809526
MA,25007,17356,66288,3.1,0.9,3.7,88.5,7.8,40.7,160.2,966,50.5,19.8,18.3,MA_Dukes,Massachusetts,Bernie Sanders,3256,0.5140511525102621,6334,0.4466901347066246
MA,25011,70862,53663,3.8,1.5,1.4,91.5,4.2,34.0,102.1,5542,51.2,18.2,18.2,MA_Franklin,Massachusetts,Bernie Sanders,14525,0.5875571376562437,24721,0.4264806439790442
MA,25015,160939,61227,5.3,5.3,3.0,84.7,8.2,42.3,299.8,10038,53.4,14.7,15.6,MA_Hampshire,Massachusetts,Bernie Sanders,23127,0.5944632942628008,38904,0.2864115393401091
MA,25017,1570315,82090,7.5,11.1,5.5,74.6,19.3,50.7,1837.9,74275,51.2,14.0,20.6,MA_Middlesex,Massachusetts,Hillary Clinton,135395,0.5124735521330512,264199,0.2118965510064559
MA,25025,767254,53540,21.8,8.9,24.7,46.7,27.4,40.4,12415.7,23808,51.7,11.0,17.3,MA_Suffolk,Massachusetts,Hillary Clinton,74015,0.5774391861317855,128178,0.20200811683106296
MI,26003,9459,37586,1.3,0.5,6.9,84.6,1.4,17.1,10.5,1100,45.0,23.7,15.4,MI_Alger,Michigan,Bernie Sanders,622,0.6,1006,0.12571363733040217
MI,26005,113847,52061,7.1,0.8,1.4,88.8,3.2,20.2,135.0,7700,50.1,15.1,24.9,MI_Allegan,Michigan,Bernie Sanders,5545,0.603,9034,0.10566193465177766
MI,26007,28988,38016,1.3,0.6,0.4,96.0,1.4,16.0,51.8,2800,50.9,21.5,19.4,MI_Alpena,Michigan,Bernie Sanders,1347,0.541,2449,0.10481790873677171
MI,26009,23267,45362,2.0,0.2,0.3,95.0,2.0,23.8,49.6,2378,50.3,25.2,19.0,MI_Antrim,Michigan,Bernie Sanders,1491,0.621,2358,0.12511759621399884
MI,26011,15353,38874,1.9,0.3,0.4,95.0,0.7,11.4,43.8,1519,49.3,22.5,18.5,MI_Arenac,Michigan,Bernie Sanders,663,0.514,1258,0.1005378937151429
MI,26015,59281,52186,2.6,0.5,0.5,94.8,1.3,17.7,107.0,4802,49.7,16.9,22.9,MI_Barry,Michigan,Bernie Sanders,3078,0.628,4814,0.10532614446296805
MI,26017,106179,45376,5.0,0.7,1.7,90.4,1.4,18.2,243.7,8948,50.7,18.3,21.0,MI_Bay,Michigan,Bernie Sanders,6363,0.493,12300,0.14663558945897548
MI,26019,17519,47366,2.3,0.3,0.6,94.0,1.6,24.9,54.8,1955,50.4,23.9,19.2,MI_Benzie,Michigan,Bernie Sanders,1650,0.648,2503,0.17682357881315847
MI,26021,155233,43633,5.1,1.9,15.4,75.3,5.6,24.2,276.2,11674,51.2,17.8,22.5,MI_Berrien,Michigan,Hillary Clinton,6646,0.526,12598,0.1047166766793642
MI,26023,43545,41856,4.3,0.6,2.2,91.2,2.6,13.4,89.4,3137,48.4,16.6,23.7,MI_Branch,Michigan,Bernie Sanders,1246,0.536,2256,0.06790101440684355
MI,26025,134878,42110,4.8,2.0,11.1,79.0,3.6,19.5,192.8,11349,51.2,16.4,23.2,MI_Calhoun,Michigan,Bernie Sanders,5810,0.515,11040,0.10657779623066771
MI,26027,51608,44346,3.5,0.8,5.4,86.7,2.0,16.2,106.7,4669,50.0,19.4,21.3,MI_Cass,Michigan,Bernie Sanders,1683,0.491,3340,0.0822346229626249
MI,26029,26121,45949,1.8,0.5,0.5,94.1,2.4,27.0,62.3,2356,50.6,21.5,20.3,MI_Charlevoix,Michigan,Bernie Sanders,1730,0.609,2774,0.1332472749995593
MI,26031,25675,38410,1.4,0.4,0.6,92.2,1.0,16.3,36.6,2719,50.2,24.7,17.8,MI_Cheboygan,Michigan,Bernie Sanders,1318,0.556,2328,0.1103063987661604
MI,26033,38321,41637,1.8,0.9,6.9,70.4,2.8,18.5,24.7,3760,44.9,16.1,19.1,MI_Chippewa,Michigan,Bernie Sanders,1789,0.58,3019,0.09738179103725607
MI,26035,30652,32668,1.9,0.3,0.7,94.9,1.0,11.1,54.8,3196,50.2,21.8,20.0,MI_Clare,Michigan,Bernie Sanders,1239,0.52,2329,0.09497748923398147
MI,26037,77297,60466,4.4,1.5,1.9,90.2,2.9,28.2,133.1,4812,50.6,15.3,23.0,MI_Clinton,Michigan,Bernie Sanders,4524,0.5579999999999999,7933,0.13328586365056086
MI,26039,13745,40295,1.8,0.5,0.8,95.2,1.7,15.2,25.3,1611,49.6,24.0,18.0,MI_Crawford,Michigan,Bernie Sanders,631,0.541,1125,0.0998145667160564
MI,26041,36559,42676,1.1,0.4,0.3,93.7,1.2,18.2,31.7,4361,50.4,21.4,20.3,MI_Delta,Michigan,Bernie Sanders,1705,0.524,3114,0.10687250251162393
MI,26043,25957,44136,1.4,0.5,0.5,95.8,1.4,20.0,34.4,2815,49.9,20.4,20.1,MI_Dickinson,Michigan,Bernie Sanders,1075,0.515,1983,0.09561398911254163
MI,26045,108579,54115,5.3,2.0,7.0,83.6,3.5,24.6,187.3,8128,51.1,16.4,21.7,MI_Eaton,Michigan,Bernie Sanders,7007,0.556,12567,0.14781687461773246
MI,26047,33204,50929,1.6,0.5,0.7,91.5,2.2,31.8,69.9,2872,50.7,19.7,20.6,MI_Emmet,Michigan,Bernie Sanders,2589,0.6409999999999999,3958,0.15012910040579616
MI,26049,412895,42089,3.2,1.1,20.6,72.6,2.3,18.9,668.5,29730,51.8,15.7,23.4,MI_Genesee,Michigan,Hillary Clinton,31284,0.517,59401,0.18781287588620338
MI,26051,25411,37626,1.3,0.3,0.5,96.5,1.6,11.8,51.2,2636,49.7,25.1,19.3,MI_Gladwin,Michigan,Bernie Sanders,1083,0.509,2068,0.10084520276005712
MI,26053,15737,34252,1.2,0.5,4.5,89.7,1.0,18.3,14.9,1941,45.6,22.9,16.0,MI_Gogebic,Michigan,Bernie Sanders,790,0.523,1468,0.1110516011704294
MI,26055,90782,51766,2.7,0.7,1.3,92.7,2.0,30.4,187.3,7144,50.6,17.1,20.8,MI_Grand Traverse,Michigan,Bernie Sanders,8091,0.649,12231,0.17011281771917142
MI,26057,41665,40359,5.7,0.5,5.6,86.8,1.4,14.0,74.7,3063,46.7,16.4,20.5,MI_Gratiot,Michigan,Bernie Sanders,1812,0.603,2997,0.09047909086174767
MI,26059,45830,41759,2.1,0.4,0.7,95.2,0.7,15.3,78.1,3707,50.1,17.7,22.3,MI_Hillsdale,Michigan,Bernie Sanders,1380,0.5670000000000001,2357,0.06618943996207796
MI,26061,36495,35430,1.4,3.2,0.9,92.5,4.7,28.9,36.3,2979,45.8,16.1,20.6,MI_Houghton,Michigan,Bernie Sanders,2039,0.64,3148,0.10863777274620623
MI,26063,32065,40204,2.1,0.5,0.5,95.7,1.7,13.7,39.6,2670,50.5,23.4,19.6,MI_Huron,Michigan,Bernie Sanders,1184,0.519,2234,0.08665544878135442
MI,26065,284582,45321,7.6,6.1,12.2,71.1,8.5,36.5,505.1,16206,51.5,11.9,20.4,MI_Ingham,Michigan,Bernie Sanders,22909,0.547,41196,0.181858897766623
MI,26067,64294,47892,4.7,0.5,4.9,88.3,1.4,14.0,111.9,4782,46.3,13.0,23.2,MI_Ionia,Michigan,Bernie Sanders,2812,0.6409999999999999,4303,0.0871444393463361
MI,26069,25420,36236,2.1,0.7,0.6,94.2,2.4,14.0,47.1,3474,50.4,27.9,17.1,MI_Iosco,Michigan,Bernie Sanders,1202,0.514,2279,0.10814694317611295
MI,26071,11387,34685,1.7,0.3,0.3,95.2,1.8,18.4,10.1,1476,50.6,28.2,16.5,MI_Iron,Michigan,Bernie Sanders,546,0.5,1073,0.11285061386842543
MI,26073,70616,36372,3.7,1.9,2.7,86.2,3.0,25.3,122.8,3584,51.4,11.0,17.4,MI_Isabella,Michigan,Bernie Sanders,4024,0.657,6056,0.10382518307932052
